Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
διδακτικόν,able to teach,Adj-AMS,G1317,1 Timothy 3,4654
πάροινον,given to wine,Adj-AMS,G3943,1 Timothy 3,4655
πλήκτην,a striker,N-AMS,G4131,1 Timothy 3,4656
ἄμαχον,peaceable,Adj-AMS,G269,1 Timothy 3,4657
ἀφιλάργυρον,not loving money,Adj-AMS,G866,1 Timothy 3,4658
νεόφυτον,a novice,Adj-AMS,G3504,1 Timothy 3,4659
τυφωθεὶς,having been puffed up,V-APP-NMS,G5187,1 Timothy 3,4660
διλόγους,double-tongued,Adj-AMP,G1351,1 Timothy 3,4661
αἰσχροκερδεῖς,greedy of dishonest gain,Adj-AMP,G146,1 Timothy 3,4662
βαθμὸν,a standing,N-AMS,G898,1 Timothy 3,4663
βραδύνω,I should delay,V-PSA-1S,G1019,1 Timothy 3,4664
ἑδραίωμα,base,N-NNS,G1477,1 Timothy 3,4665
ὁμολογουμένως,confessedly,Adv,G3672,1 Timothy 3,4666
ῥητῶς,expressly,Adv,G4490,1 Timothy 4,4667
ὑστέροις,later,Adj-DMP-C,G5306,1 Timothy 4,4668
ψευδολόγων,of speakers of lies,Adj-GMP,G5573,1 Timothy 4,4669
κεκαυστηριασμένων,having been seared,V-RPM/P-GMP,G2743,1 Timothy 4,4670
μετάλημψιν,reception,N-AFS,G3336,1 Timothy 4,4671
κτίσμα,creature,N-NNS,G2938,1 Timothy 4,4672
ἀπόβλητον,to be rejected,Adj-NNS,G579,1 Timothy 4,4673
ἐντρεφόμενος,being nourished,V-PPM/P-NMS,G1789,1 Timothy 4,4674
γραώδεις,silly,Adj-AMP,G1126,1 Timothy 4,4675
γύμναζε,Train,V-PMA-2S,G1128,1 Timothy 4,4676
γυμνασία,exercise,N-NFS,G1129,1 Timothy 4,4677
ὠφέλιμος,profit,Adj-NFS,G5624,1 Timothy 4,4678
ἁγνείᾳ,purity,N-DFS,G47,1 Timothy 4,4679
ἐπιπλήξῃς,do rebuke,V-ASA-2S,G1969,1 Timothy 5,4680
ἔκγονα,grandchildren,Adj-ANP,G1549,1 Timothy 5,4681
ἀμοιβὰς,recompense,N-AFP,G287,1 Timothy 5,4682
προγόνοις,parents,N-DMP,G4269,1 Timothy 5,4683
μεμονωμένη,being left alone,V-RPM/P-NFS,G3443,1 Timothy 5,4684
σπαταλῶσα,living in self-indulgence,V-PPA-NFS,G4684,1 Timothy 5,4685
καταλεγέσθω,let be enrolled,V-PMM/P-3S,G2639,1 Timothy 5,4686
ἐτεκνοτρόφησεν,she has brought up children,V-AIA-3S,G5044,1 Timothy 5,4687
ἐξενοδόχησεν,she entertained strangers,V-AIA-3S,G3580,1 Timothy 5,4688
ἐπήρκεσεν,she has imparted relief,V-AIA-3S,G1884,1 Timothy 5,4689
καταστρηνιάσωσιν,they might grow wanton against,V-ASA-3P,G2691,1 Timothy 5,4690
φλύαροι,gossips,Adj-NFP,G5397,1 Timothy 5,4691
τεκνογονεῖν,to bear children,V-PNA,G5041,1 Timothy 5,4692
οἰκοδεσποτεῖν,to manage their households,V-PNA,G3616,1 Timothy 5,4693
λοιδορίας,of reproach,N-GFS,G3059,1 Timothy 5,4694
προκρίματος,prejudice,N-GNS,G4299,1 Timothy 5,4695
ὑδροπότει,drink only water,V-PMA-2S,G5202,1 Timothy 5,4696
στόμαχον,stomach,N-AMS,G4751,1 Timothy 5,4697
πρόδηλοί,manifest,Adj-NFP,G4271,1 Timothy 5,4698
ἄλλως,otherwise,Adv,G247,1 Timothy 5,4699
νοσῶν,unhealthy,V-PPA-NMS,G3552,1 Timothy 6,4700
λογομαχίας,disputes about words,N-AFP,G3055,1 Timothy 6,4701
ὑπόνοιαι,suspicions,N-NFP,G5283,1 Timothy 6,4702
διαπαρατριβαὶ,and constant frictions,N-NFP,G3859,1 Timothy 6,4703
πορισμὸν,a means of gain,N-AMS,G4200,1 Timothy 6,4704
διατροφὰς,sustenance,N-AFP,G1305,1 Timothy 6,4705
σκεπάσματα,coverings,N-ANP,G4629,1 Timothy 6,4706
βλαβεράς,harmful,Adj-AFP,G983,1 Timothy 6,4707
φιλαργυρία,love of money,N-NFS,G5365,1 Timothy 6,4708
περιέπειραν,have pierced,V-AIA-3P,G4044,1 Timothy 6,4709
ἄσπιλον,without stain,Adj-AFS,G784,1 Timothy 6,4710
ἀπρόσιτον,unapproachable,Adj-ANS,G676,1 Timothy 6,4711
ὑψηλοφρονεῖν,to be high-minded,V-PNA,G5309,1 Timothy 6,4712
ἀδηλότητι,the uncertainty,N-DFS,G83,1 Timothy 6,4713
ἀπόλαυσιν,enjoyment,N-AFS,G619,1 Timothy 6,4714
εὐμεταδότους,generous in distributing,Adj-AMP,G2130,1 Timothy 6,4715
κοινωνικούς,ready to share,Adj-AMP,G2843,1 Timothy 6,4716
ἀποθησαυρίζοντας,treasuring up,V-PPA-AMP,G597,1 Timothy 6,4717
παραθήκην,deposit committed to you,N-AFS,G3866,1 Timothy 6,4718
κενοφωνίας,empty babblings,N-AFP,G2757,1 Timothy 6,4719
ἀντιθέσεις,opposing arguments,N-AFP,G477,1 Timothy 6,4720
ψευδωνύμου,falsely called,Adj-GFS,G5581,1 Timothy 6,4721
ὑπόμνησιν,remembrance,N-AFS,G5280,2 Timothy 1,4722
μάμμῃ,grandmother,N-DFS,G3125,2 Timothy 1,4723
Λωΐδι,Lois,N-DFS,G3090,2 Timothy 1,4724
Εὐνίκῃ,Eunice,N-DFS,G2131,2 Timothy 1,4725
ἀναζωπυρεῖν,to kindle anew,V-PNA,G329,2 Timothy 1,4726
δειλίας,of cowardice,N-GFS,G1167,2 Timothy 1,4727
σωφρονισμοῦ,of self-control,N-GMS,G4995,2 Timothy 1,4728
συνκακοπάθησον,suffer together,V-AMA-2S,G4777,2 Timothy 1,4729
Φύγελος,Phygelus,N-NMS,G5436,2 Timothy 1,4730
Ἑρμογένης,Hermogenes,N-NMS,G2061,2 Timothy 1,4731
Ὀνησιφόρου,of Onesiphorus,N-GMS,G3683,2 Timothy 1,4732
ἀνέψυξεν,he refreshed,V-AIA-3S,G404,2 Timothy 1,4733
βέλτιον,very well,Adv-C,G957,2 Timothy 1,4734
ἐμπλέκεται,entangles himself,V-PIM/P-3S,G1707,2 Timothy 2,4735
πραγματείαις,affairs,N-DFP,G4230,2 Timothy 2,4736
στρατολογήσαντι,having enlisted him,V-APA-DMS,G4758,2 Timothy 2,4737
ἀθλῇ,competes,V-PSA-3S,G118,2 Timothy 2,4738
στεφανοῦται,he is crowned,V-PIM/P-3S,G4737,2 Timothy 2,4739
κακοπαθῶ,I suffer hardship,V-PIA-1S,G2553,2 Timothy 2,4740
λογομαχεῖν,to quarrel about words,V-PNA,G3054,2 Timothy 2,4741
χρήσιμον,profitable,Adj-ANS,G5539,2 Timothy 2,4742
καταστροφῇ,the subversion,N-DFS,G2692,2 Timothy 2,4743
ἀνεπαίσχυντον,not ashamed,Adj-AMS,G422,2 Timothy 2,4744
ὀρθοτομοῦντα,accurately handling,V-PPA-AMS,G3718,2 Timothy 2,4745
γάγγραινα,gangrene,N-NFS,G1044,2 Timothy 2,4746
Φιλητός,Philetus,N-NMS,G5372,2 Timothy 2,4747
στερεὸς,the firm,Adj-NMS,G4731,2 Timothy 2,4748
χρυσᾶ,golden,Adj-NNP,G5552,2 Timothy 2,4749
ξύλινα,wooden,Adj-NNP,G3585,2 Timothy 2,4750
εὔχρηστον,useful,Adj-NNS,G2173,2 Timothy 2,4751
νεωτερικὰς,youthful,Adj-AFP,G3512,2 Timothy 2,4752
ἀπαιδεύτους,ignorant,Adj-AFP,G521,2 Timothy 2,4753
ἤπιον,gentle,Adj-AMS,G2261,2 Timothy 2,4754
ἀνεξίκακον,forbearing,Adj-AMS,G420,2 Timothy 2,4755
ἀντιδιατιθεμένους,opposing,V-PPM-AMP,G475,2 Timothy 2,4756
ἀνανήψωσιν,they might come to their senses,V-ASA-3P,G366,2 Timothy 2,4757
φίλαυτοι,lovers of self,Adj-NMP,G5367,2 Timothy 3,4758
ἄσπονδοι,implacable,Adj-NMP,G786,2 Timothy 3,4759
ἀκρατεῖς,without self-control,Adj-NMP,G193,2 Timothy 3,4760
ἀνήμεροι,savage,Adj-NMP,G434,2 Timothy 3,4761
ἀφιλάγαθοι,without love of good,Adj-NMP,G865,2 Timothy 3,4762
φιλήδονοι,lovers of pleasure,Adj-NMP,G5369,2 Timothy 3,4763
φιλόθεοι,lovers of God,Adj-NMP,G5377,2 Timothy 3,4764
ἀποτρέπου,turn away from,V-PMM-2S,G665,2 Timothy 3,4765
ἐνδύνοντες,entering,V-PPA-NMP,G1744,2 Timothy 3,4766
γυναικάρια,weak women,N-ANP,G1133,2 Timothy 3,4767
μηδέποτε,never,Adv,G3368,2 Timothy 3,4768
Ἰάννης,Jannes,N-NMS,G2389,2 Timothy 3,4769
Ἰαμβρῆς,Jambres,N-NMS,G2387,2 Timothy 3,4770
κατεφθαρμένοι,being depraved,V-RPM/P-NMP,G2704,2 Timothy 3,4771
ἔκδηλος,plain,Adj-NFS,G1552,2 Timothy 3,4772
ἀγωγῇ,conduct,N-DFS,G72,2 Timothy 3,4773
εὐσεβῶς,piously,Adv,G2153,2 Timothy 3,4774
γόητες,imposters,N-NMP,G1114,2 Timothy 3,4775
ἐπιστώθης,have been assured of,V-AIP-2S,G4104,2 Timothy 3,4776
σοφίσαι,to make wise,V-ANA,G4679,2 Timothy 3,4777
θεόπνευστος,God-breathed,Adj-NFS,G2315,2 Timothy 3,4778
ἐλεγμόν,conviction,N-AMS,G1650,2 Timothy 3,4779
ἐπανόρθωσιν,correction,N-AFS,G1882,2 Timothy 3,4780
ἄρτιος,complete,Adj-NMS,G739,2 Timothy 3,4781
ἀκαίρως,and out of season,Adv,G171,2 Timothy 4,4782
ἐπισωρεύσουσιν,they will gather around them,V-FIA-3P,G2002,2 Timothy 4,4783
κνηθόμενοι,having an itching,V-PPM/P-NMP,G2833,2 Timothy 4,4784
ἀναλύσεώς,departure,N-GFS,G359,2 Timothy 4,4785
Κρήσκης,Crescens,N-NMS,G2913,2 Timothy 4,4786
Δαλματίαν,Dalmatia,N-AFS,G1149,2 Timothy 4,4787
φαιλόνην,cloak,N-AMS,G5341,2 Timothy 4,4788
ἀπέλιπον,I left,V-AIA-1S,G620,2 Timothy 4,4789
Κάρπῳ,Carpus,N-DMS,G2591,2 Timothy 4,4790
μεμβράνας,parchments,N-AFP,G3200,2 Timothy 4,4791
χαλκεὺς,coppersmith,N-NMS,G5471,2 Timothy 4,4792
λέοντος,of the lion,N-GMS,G3023,2 Timothy 4,4793
Εὔβουλος,Eubulus,N-NMS,G2103,2 Timothy 4,4794
Πούδης,Pudens,N-NMS,G4227,2 Timothy 4,4795
Λίνος,Linus,N-NMS,G3044,2 Timothy 4,4796
Κλαυδία,Claudia,N-NFS,G2803,2 Timothy 4,4797
ἀψευδὴς,who cannot lie,Adj-NMS,G893,Titus 1,4798
ἐπιδιορθώσῃ,you might set in order,V-ASM-2S,G1930,Titus 1,4799
αὐθάδη,self-willed,Adj-AMS,G829,Titus 1,4800
ὀργίλον,quick-tempered,Adj-AMS,G3711,Titus 1,4801
φιλάγαθον,a lover of good,Adj-AMS,G5358,Titus 1,4802
ἐγκρατῆ,and disciplined,Adj-AMS,G1468,Titus 1,4803
ματαιολόγοι,empty talkers,Adj-NMP,G3151,Titus 1,4804
φρεναπάται,deceivers,N-NMP,G5423,Titus 1,4805
ἐπιστομίζειν,to silence,V-PNA,G1993,Titus 1,4806
Ἰουδαϊκοῖς,to Jewish,Adj-DMP,G2451,Titus 1,4807
βδελυκτοὶ,detestable,Adj-NMP,G947,Titus 1,4808
πρεσβύτιδας,the aged women,N-AFP,G4247,Titus 2,4809
καταστήματι,behavior,N-DNS,G2688,Titus 2,4810
ἱεροπρεπεῖς,reverent,Adj-AFP,G2412,Titus 2,4811
καλοδιδασκάλους,teachers of what is good,Adj-AFP,G2567,Titus 2,4812
σωφρονίζωσιν,they may train,V-PSA-3P,G4994,Titus 2,4813
φιλάνδρους,lovers of their husbands,N-AFP,G5362,Titus 2,4814
φιλοτέκνους,loving their children,Adj-AFP,G5388,Titus 2,4815
οἰκουργούς,keepers at home,Adj-AFP,G3626,Titus 2,4816
ἀκατάγνωστον,beyond reproach,Adj-AMS,G176,Titus 2,4817
κοσμικὰς,worldly,Adj-AFP,G2886,Titus 2,4818
σωφρόνως,discreetly,Adv,G4996,Titus 2,4819
περιούσιον,specially chosen,Adj-AMS,G4041,Titus 2,4820
περιφρονείτω,let despise,V-PMA-3S,G4065,Titus 2,4821
στυγητοί,hateful,Adj-NMP,G4767,Titus 3,4822
φροντίζωσιν,may take care,V-PSA-3P,G5431,Titus 3,4823
ἀνωφελεῖς,unprofitable,Adj-NFP,G512,Titus 3,4824
αἱρετικὸν,A factious,Adj-AMS,G141,Titus 3,4825
ἐξέστραπται,is corrupt,V-RIM/P-3S,G1612,Titus 3,4826
αὐτοκατάκριτος,self-condemned,Adj-NMS,G843,Titus 3,4827
Ἀρτεμᾶν,Artemas,N-AMS,G734,Titus 3,4828
Νικόπολιν,Nicopolis,N-AFS,G3533,Titus 3,4829
Ζηνᾶν,Zenas,N-AMS,G2211,Titus 3,4830
Φιλήμονι,To Philemon,N-DMS,G5371,Philemon 1,4831
Ἀπφίᾳ,to Apphia,N-DFS,G682,Philemon 1,4832
ἄχρηστον,useless,Adj-AMS,G890,Philemon 1,4833
ἑκούσιον,willingness,Adj-ANS,G1595,Philemon 1,4834
ἀποτίσω,will repay it,V-FIA-1S,G661,Philemon 1,4835
προσοφείλεις,you owe also,V-PIA-2S,G4359,Philemon 1,4836
ὀναίμην,may have profit,V-AOM-1S,G3685,Philemon 1,4837
Πολυμερῶς,In many portions,Adv,G4181,Hebrews 1,4838
πολυτρόπως,in many ways,Adv,G4187,Hebrews 1,4839
ἀπαύγασμα,the radiance,N-NNS,G541,Hebrews 1,4840
χαρακτὴρ,the exact expression,N-NMS,G5481,Hebrews 1,4841
Μεγαλωσύνης,Majesty,N-GFS,G3172,Hebrews 1,4842
εὐθύτητος,righteousness is,N-GFS,G2118,Hebrews 1,4843
ἑλίξεις,You will roll up,V-FIA-2S,G1667,Hebrews 1,4844
λειτουργικὰ,ministering,Adj-NNP,G3010,Hebrews 1,4845
παραρυῶμεν,we should drift away,V-ASA-1P,G3901,Hebrews 2,4846
μισθαποδοσίαν,recompense,N-AFS,G3405,Hebrews 2,4847
συνεπιμαρτυροῦντος,bearing witness,V-PPA-GMS,G4901,Hebrews 2,4848
μερισμοῖς,distributions,N-DMP,G3311,Hebrews 2,4849
θέλησιν,will,N-AFS,G2308,Hebrews 2,4850
παραπλησίως,likewise,Adv,G3898,Hebrews 2,4851
θεράπων,a servant,N-NMS,G2324,Hebrews 3,4852
παραπικρασμῷ,rebellion,N-DMS,G3894,Hebrews 3,4853
προσώχθισα,I was angry,V-AIA-1S,G4360,Hebrews 3,4854
παρεπίκραναν,rebelled,V-AIA-3P,G3893,Hebrews 3,4855
κῶλα,bodies,N-NNP,G2966,Hebrews 3,4856
σαββατισμὸς,a Sabbath rest,N-NMS,G4520,Hebrews 4,4857
τομώτερος,sharper,Adj-NMS-C,G5114,Hebrews 4,4858
δίστομον,two-edged,Adj-AFS,G1366,Hebrews 4,4859
διϊκνούμενος,penetrating,V-PPM/P-NMS,G1338,Hebrews 4,4860
ἁρμῶν,of joints,N-GMP,G719,Hebrews 4,4861
μυελῶν,marrows,N-GMP,G3452,Hebrews 4,4862
κριτικὸς,able to judge,Adj-NMS,G2924,Hebrews 4,4863
ἐννοιῶν,intentions,N-GFP,G1771,Hebrews 4,4864
ἀφανὴς,hidden,Adj-NFS,G852,Hebrews 4,4865
τετραχηλισμένα,laid bare,V-RPM/P-NNP,G5136,Hebrews 4,4866
συμπαθῆσαι,to sympathize,V-ANA,G4834,Hebrews 4,4867
ὁμοιότητα,the same way,N-AFS,G3665,Hebrews 4,4868
μετριοπαθεῖν,to exercise forbearance,V-PNA,G3356,Hebrews 5,4869
Μελχισέδεκ,of Melchizedek,N-GMS,G3198,Hebrews 5,4870
ἱκετηρίας,supplications,N-AFP,G2428,Hebrews 5,4871
εὐλαβείας,reverence,N-GFS,G2124,Hebrews 5,4872
προσαγορευθεὶς,having been designated,V-APP-NMS,G4316,Hebrews 5,4873
δυσερμήνευτος,difficult in interpretation,Adj-NMS,G1421,Hebrews 5,4874
νωθροὶ,sluggish,Adj-NMP,G3576,Hebrews 5,4875
ἄπειρος,is inexperienced,Adj-NMS,G552,Hebrews 5,4876
ἕξιν,constant use,N-AFS,G1838,Hebrews 5,4877
αἰσθητήρια,senses,N-ANP,G145,Hebrews 5,4878
παραπεσόντας,having fallen away,V-APA-AMP,G3895,Hebrews 6,4879
ἀνακαινίζειν,to restore them,V-PNA,G340,Hebrews 6,4880
ἀνασταυροῦντας,crucifying,V-PPA-AMP,G388,Hebrews 6,4881
παραδειγματίζοντας,subjecting Him to open shame,V-PPA-AMP,G3856,Hebrews 6,4882
βοτάνην,vegetation,N-AFS,G1008,Hebrews 6,4883
γεωργεῖται,it is tilled,V-PIM/P-3S,G1090,Hebrews 6,4884
καῦσιν,burning,N-AFS,G2740,Hebrews 6,4885
μὴν,surely,Prtcl,G3375,Hebrews 6,4886
ἀντιλογίας,disputes,N-GFS,G485,Hebrews 6,4887
ἀμετάθετον,unchangeableness,Adj-ANS,G276,Hebrews 6,4888
ἐμεσίτευσεν,guaranteed it,V-AIA-3S,G3315,Hebrews 6,4889
πρόδρομος,the forerunner,Adj-NMS,G4274,Hebrews 6,4890
Σαλήμ,of Salem,N-GFS,G4532,Hebrews 7,4891
κοπῆς,slaughter,N-GFS,G2871,Hebrews 7,4892
δεκάτην,a tenth,Adj-AFS,G1181,Hebrews 7,4893
ἀπάτωρ,Without father,Adj-NMS,G540,Hebrews 7,4894
ἀμήτωρ,without mother,Adj-NMS,G282,Hebrews 7,4895
ἀγενεαλόγητος,without genealogy,Adj-NMS,G35,Hebrews 7,4896
ἀφωμοιωμένος,having been made like,V-RPM/P-NMS,G871,Hebrews 7,4897
διηνεκές,all time,Adj-ANS,G1336,Hebrews 7,4898
ἀκροθινίων,best spoils,N-GNP,G205,Hebrews 7,4899
γενεαλογούμενος,tracing his ancestry,V-PPM/P-NMS,G1075,Hebrews 7,4900
δεδεκάτωκεν,has collected a tenth,V-RIA-3S,G1183,Hebrews 7,4901
ἔπος,a word,N-ANS,G2031,Hebrews 7,4902
Λευιτικῆς,Levitical,Adj-GFS,G3020,Hebrews 7,4903
ἱερωσύνης,priesthood,N-GFS,G2420,Hebrews 7,4904
νενομοθέτηται,had received the Law,V-RIM/P-3S,G3549,Hebrews 7,4905
μετάθεσις,a change,N-NFS,G3331,Hebrews 7,4906
κατάδηλόν,evident,Adj-NNS,G2612,Hebrews 7,4907
ἀκαταλύτου,indestructible,Adj-GFS,G179,Hebrews 7,4908
Ἀθέτησις,A putting away,N-NFS,G115,Hebrews 7,4909
ἐπεισαγωγὴ,the introduction,N-NFS,G1898,Hebrews 7,4910
ὁρκωμοσίας,an oath,N-GFS,G3728,Hebrews 7,4911
ἔγγυος,the guarantee,Adj-NMS,G1450,Hebrews 7,4912
ἀπαράβατον,a permanent,Adj-AFS,G531,Hebrews 7,4913
ἀμίαντος,undefiled,Adj-NMS,G283,Hebrews 7,4914
ἔπηξεν,has pitched,V-AIA-3S,G4078,Hebrews 8,4915
ἀφανισμοῦ,vanishing,N-GMS,G854,Hebrews 8,4916
θυμιατήριον,altar of incense,N-ANS,G2369,Hebrews 9,4917
στάμνος,was the jar,N-NFS,G4713,Hebrews 9,4918
Χερουβὶν,were the cherubim,N-NNP,G5502,Hebrews 9,4919
κατασκιάζοντα,overshadowing,V-PPA-NNP,G2683,Hebrews 9,4920
ἀγνοημάτων,sins of ignorance,N-GNP,G51,Hebrews 9,4921
τράγων,of goats,N-GMP,G5131,Hebrews 9,4922
δαμάλεως,of a heifer,N-GFS,G1151,Hebrews 9,4923
ῥαντίζουσα,sprinkling,V-PPA-NFS,G4472,Hebrews 9,4924
καθαρότητα,purification,N-AFS,G2514,Hebrews 9,4925
ἐνκεκαίνισται,has been inaugurated,V-RIM/P-3S,G1457,Hebrews 9,4926
ἐρίου,wool,N-GNS,G2053,Hebrews 9,4927
αἱματεκχυσίας,blood-shedding,N-GFS,G130,Hebrews 9,4928
ἀντίτυπα,copies,Adj-ANP,G499,Hebrews 9,4929
κεφαλίδι,the scroll,N-DFS,G2777,Hebrews 10,4930
πρόσφατον,new,Adj-AFS,G4372,Hebrews 10,4931
ἀκλινῆ,firmly,Adj-AFS,G186,Hebrews 10,4932
Ἑκουσίως,If willingly,Adv,G1596,Hebrews 10,4933
φοβερὰ,terrifying,Adj-NFS,G5398,Hebrews 10,4934
ἐκδοχὴ,expectation,N-NFS,G1561,Hebrews 10,4935
τιμωρίας,punishment,N-GFS,G5098,Hebrews 10,4936
ἐνυβρίσας,having insulted,V-APA-NMS,G1796,Hebrews 10,4937
ἄθλησιν,conflict,N-AFS,G119,Hebrews 10,4938
θεατριζόμενοι,being made a spectacle,V-PPM/P-NMP,G2301,Hebrews 10,4939
ὑποστολῆς,of those drawing back,N-GFS,G5289,Hebrews 10,4940
Κάϊν,Cain,N-AMS,G2535,Hebrews 11,4941
εὐαρεστηκέναι,to have pleased,V-RNA,G2100,Hebrews 11,4942
μισθαποδότης,a rewarder,N-NMS,G3406,Hebrews 11,4943
μηδέπω,not yet,Adv,G3369,Hebrews 11,4944
εὐλαβηθεὶς,having been moved with fear,V-APP-NMS,G2125,Hebrews 11,4945
δημιουργὸς,builder is,N-NMS,G1217,Hebrews 11,4946
ἀναρίθμητος,countless,Adj-NFS,G382,Hebrews 11,4947
παρεπίδημοί,sojourners,Adj-NMP,G3927,Hebrews 11,4948
τρίμηνον,three months,Adj-ANS,G5150,Hebrews 11,4949
διάταγμα,edict,N-ANS,G1297,Hebrews 11,4950
συνκακουχεῖσθαι,to suffer affliction with,V-PNM/P,G4778,Hebrews 11,4951
ἀπέβλεπεν,he was looking,V-IIA-3S,G578,Hebrews 11,4952
ἐκαρτέρησεν,he persevered,V-AIA-3S,G2594,Hebrews 11,4953
πρόσχυσιν,sprinkling,N-AFS,G4378,Hebrews 11,4954
ὀλοθρεύων,destroying,V-PPA-NMS,G3645,Hebrews 11,4955
πεῖραν,an attempt,N-AFS,G3984,Hebrews 11,4956
Ῥαὰβ,Rahab,N-NFS,G4460,Hebrews 11,4957
συναπώλετο,did perish with,V-AIM-3S,G4881,Hebrews 11,4958
κατασκόπους,spies,N-AMP,G2685,Hebrews 11,4959
ἐπιλείψει,Will fail,V-FIA-3S,G1952,Hebrews 11,4960
Γεδεών,Gideon,N-GMS,G1066,Hebrews 11,4961
Βαράκ,Barak,N-GMS,G913,Hebrews 11,4962
Σαμψών,Samson,N-GMS,G4546,Hebrews 11,4963
Ἰεφθάε,Jephthah,N-GMS,G2422,Hebrews 11,4964
κατηγωνίσαντο,conquered,V-AIM-3P,G2610,Hebrews 11,4965
ἐτυμπανίσθησαν,were tortured,V-AIP-3P,G5178,Hebrews 11,4966
ἐμπαιγμῶν,of mockings,N-GMP,G1701,Hebrews 11,4967
ἐπρίσθησαν,they were sawed in two,V-AIP-3P,G4249,Hebrews 11,4968
μηλωταῖς,sheepskins,N-DFP,G3374,Hebrews 11,4969
αἰγείοις,goats’,Adj-DNP,G122,Hebrews 11,4970
δέρμασιν,skins,N-DNP,G1192,Hebrews 11,4971
κακουχούμενοι,being mistreated,V-PPM/P-NMP,G2558,Hebrews 11,4972
ὀπαῖς,holes,N-DFP,G3692,Hebrews 11,4973
προβλεψαμένου,having planned,V-APM-GMS,G4265,Hebrews 11,4974
νέφος,a cloud,N-ANS,G3509,Hebrews 12,4975
ὄγκον,weight,N-AMS,G3591,Hebrews 12,4976
εὐπερίστατον,easily entangling,Adj-AFS,G2139,Hebrews 12,4977
